Institution,establishment_date,source,,order,type,name,countryCode,region,sector,id,country
University of South Bohemia,,,,1008,application/json,University of South Bohemia,cze,EUR,academic,308011,Czech Republic
Charles Sturt University,,,,1009,application/json,Charles Sturt University,aus,APAC,academic,201004,Australia
Toho University,,,,1010,application/json,Toho University,jpn,APAC,academic,208145,Japan
University of Sofia,,,,1011,application/json,University of Sofia,bgr,EUR,academic,304004,Bulgaria
Erciyes University,,,,1012,application/json,Erciyes University,tur,MEA,academic,410019,Turkey
University of the Western Cape,,,,1013,application/json,University of the Western Cape,zaf,AFR,academic,115010,South Africa
Research Institute of Petroleum Exploration and Development,,,,1014,application/json,Research Institute of Petroleum Exploration and Development,chn,APAC,corporate,203415,China
Nantong University,,,,1015,application/json,Nantong University,chn,APAC,academic,203136,China
Medical University of Gdansk,,,,1016,application/json,Medical University of Gdansk,pol,EUR,academic,327013,Poland
Jiangsu Normal University,,,,1017,application/json,Jiangsu Normal University,chn,APAC,academic,203231,China
Nicolaus Copernicus University,,,,1018,application/json,Nicolaus Copernicus University,pol,EUR,academic,327019,Poland
Saga University,,,,1019,application/json,Saga University,jpn,APAC,academic,208132,Japan
Universiti Teknologi MARA,,,,1020,application/json,Universiti Teknologi MARA,mys,APAC,academic,211008,Malaysia
Teikyo University,,,,1021,application/json,Teikyo University,jpn,APAC,academic,208144,Japan
Tomsk Polytechnic University,,,,1022,application/json,Tomsk Polytechnic University,rus,EUR,academic,331021,Russian Federation
Universidad Autonoma de Nuevo Leon,,,,1023,application/json,Universidad Autonoma de Nuevo Leon,mex,NAM,academic,505013,Mexico
University of Ibadan,,,,1024,application/json,University of Ibadan,nga,AFR,academic,110004,Nigeria
Northeast Forestry University,,,,1025,application/json,Northeast Forestry University,chn,APAC,academic,203143,China
Shahid Bahonar University of Kerman,,,,1026,application/json,Shahid Bahonar University of Kerman,irn,MEA,academic,404016,Iran
University Magna Graecia,,,,1027,application/json,University Magna Graecia,ita,EUR,academic,321037,Italy
Hebei University,,,,1028,application/json,Hebei University,chn,APAC,academic,203083,China
Addis Ababa University,,,,1029,application/json,Addis Ababa University,eth,AFR,academic,105001,Ethiopia
University of The Free State,,,,1030,application/json,University of The Free State,zaf,AFR,academic,115009,South Africa
Romanian Academy,,,,1031,application/json,Romanian Academy,rou,EUR,academic,329019,Romania
International Islamic University Malaysia,,,,1032,application/json,International Islamic University Malaysia,mys,APAC,academic,211001,Malaysia
Shizuoka University,,,,1033,application/json,Shizuoka University,jpn,APAC,academic,208140,Japan
Guilan University,,,,1034,application/json,Guilan University,irn,MEA,academic,404005,Iran
University of Hyderabad,,,,1035,application/json,University of Hyderabad,ind,APAC,academic,207074,India
Tanta University,,,,1036,application/json,Tanta University,egy,AFR,academic,104013,Egypt
Pontificia Universidade Catolica do Rio Grande do Sul,,,,1037,application/json,Pontificia Universidade Catolica do Rio Grande do Sul,bra,SAM,academic,602010,Brazil
Hitachi,,,,1038,application/json,Hitachi,jpn,APAC,corporate,208217,Japan
Shenyang Pharmaceutical University,,,,1039,application/json,Shenyang Pharmaceutical University,chn,APAC,academic,203180,China
China Meteorological Administration,,,,1040,application/json,China Meteorological Administration,chn,APAC,government,203324,China
Jordan University of Science and Technology,,,,1041,application/json,Jordan University of Science and Technology,jor,MEA,academic,405003,Jordan
Harbin University of Science and Technology,,,,1042,application/json,Harbin University of Science and Technology,chn,APAC,academic,203079,China
Universidade Estadual de Maringa,,,,1043,application/json,Universidade Estadual de Maringa,bra,SAM,academic,602016,Brazil
University of South Africa,,,,1044,application/json,University of South Africa,zaf,AFR,academic,115024,South Africa
Xinjiang University,,,,1045,application/json,Xinjiang University,chn,APAC,academic,203230,China
University of Lodz,,,,1046,application/json,University of Lodz,pol,EUR,academic,327028,Poland
Aligarh Muslim University,,,,1047,application/json,Aligarh Muslim University,ind,APAC,academic,207001,India
Belarus Academy of Sciences,,,,1048,application/json,Belarus Academy of Sciences,blr,EUR,academic,305002,Belarus
Ural Federal University,,,,1049,application/json,Ural Federal University,rus,EUR,academic,331023,Russian Federation
University of Sciences and Technology Houari Boumediene,,,,1050,application/json,University of Sciences and Technology Houari Boumediene,dza,AFR,academic,103003,Algeria
Bharathiar University,,,,1051,application/json,Bharathiar University,ind,APAC,academic,207010,India
University of Warmia and Mazury,,,,1052,application/json,University of Warmia and Mazury,pol,EUR,academic,327033,Poland
Guangxi Medical University,,,,1053,application/json,Guangxi Medical University,chn,APAC,academic,203067,China
Akdeniz University,,,,1054,application/json,Akdeniz University,tur,MEA,academic,410004,Turkey
Rhodes University,,,,1055,application/json,Rhodes University,zaf,AFR,academic,115002,South Africa
RAS - Ioffe Physico Technical Institute,,,,1056,application/json,RAS - Ioffe Physico Technical Institute,rus,EUR,academic,331072,Russian Federation
China Earthquake Administration,,,,1057,application/json,China Earthquake Administration,chn,APAC,government,203029,China
Universidad Javeriana,,,,1058,application/json,Universidad Javeriana,col,SAM,academic,604006,Colombia
AMITY UNIVERSITY,,,,1059,application/json,AMITY UNIVERSITY,ind,APAC,academic,700340,India
Mashhad University of Medical Sciences,,,,1060,application/json,Mashhad University of Medical Sciences,irn,MEA,academic,404013,Iran
Vietnamese Academy of Science and Technology,,,,1061,application/json,Vietnamese Academy of Science and Technology,vnm,APAC,academic,704699,Viet Nam
University of South China,,,,1062,application/json,University of South China,chn,APAC,academic,203215,China
Changchun University of Science and Technology,,,,1063,application/json,Changchun University of Science and Technology,chn,APAC,academic,203460,China
Mendel University of Agriculture and Forestry,,,,1064,application/json,Mendel University of Agriculture and Forestry,cze,EUR,academic,308007,Czech Republic
Al-Azhar University,,,,1065,application/json,Al-Azhar University,egy,AFR,academic,104002,Egypt
Peoples' Friendship University of Russia,,,,1066,application/json,Peoples' Friendship University of Russia,rus,EUR,academic,331018,Russian Federation
Iran University of Medical Sciences,,,,1067,application/json,Iran University of Medical Sciences,irn,MEA,academic,404007,Iran
Nanjing University of Information Science & Technology,,,,1068,application/json,Nanjing University of Information Science & Technology,chn,APAC,academic,203131,China
Isfahan University of Technology,,,,1069,application/json,Isfahan University of Technology,irn,MEA,academic,404010,Iran
Southampton University Hospitals NHS Trust,,,,1070,application/json,Southampton University Hospitals NHS Trust,gbr,EUR,medical,701988,United Kingdom
Museum National d'Histoire Naturelle,,,,1071,application/json,Museum National d'Histoire Naturelle,fra,EUR,other,314036,France
CAS - Institute of High Energy Physics,,,,1072,application/json,CAS - Institute of High Energy Physics,chn,APAC,academic,203278,China
J. Stefan Institute,,,,1073,application/json,J. Stefan Institute,svn,EUR,government,333001,Slovenia
Northwest Agriculture and Forestry University,,,,1074,application/json,Northwest Agriculture and Forestry University,chn,APAC,academic,203146,China
INSA Rennes,,,,1075,application/json,INSA Rennes,fra,EUR,academic,314252,France
Christie Hospital NHS Foundation Trust,,,,1076,application/json,Christie Hospital NHS Foundation Trust,gbr,EUR,medical,315134,United Kingdom
Universidad de Vigo,,,,1077,application/json,Universidad de Vigo,esp,EUR,academic,312034,Spain
North Shore-Long Island Jewish Health System,,,,1078,application/json,North Shore-Long Island Jewish Health System,usa,NAM,medical,508618,United States
Children's Hospital Columbus,,,,1079,application/json,Children's Hospital Columbus,usa,NAM,medical,508448,United States
CSIR - Engineering,,,,1080,application/json,CSIR - Engineering,ind,APAC,government,207017,India
AgriFood Canada,,,,1081,application/json,AgriFood Canada,can,NAM,academic,501002,Canada
Beijing University of Technology,,,,1082,application/json,Beijing University of Technology,chn,APAC,academic,203018,China
University of L'Aquila,,,,1083,application/json,University of L'Aquila,ita,EUR,academic,321052,Italy
Illinois Institute of Technology,,,,1084,application/json,Illinois Institute of Technology,usa,NAM,academic,508082,United States
Alikhanov Institute for Theoretical and Experimental Physics,,,,1085,application/json,Alikhanov Institute for Theoretical and Experimental Physics,rus,EUR,government,331026,Russian Federation
"National Hospital Organization, Japan",,,,1086,application/json,"National Hospital Organization, Japan",jpn,APAC,medical,208272,Japan
CIEMAT,,,,1087,application/json,CIEMAT,esp,EUR,government,312003,Spain
CAS - Institute of Metal Research,,,,1088,application/json,CAS - Institute of Metal Research,chn,APAC,academic,203279,China
Nanchang University,,,,1089,application/json,Nanchang University,chn,APAC,academic,203124,China
Royal Brisbane and Women's Hospital,,,,1090,application/json,Royal Brisbane and Women's Hospital,aus,APAC,medical,201074,Australia
Veterans General Hospital-Taipei,,,,1091,application/json,Veterans General Hospital-Taipei,twn,APAC,medical,217110,Taiwan
Central China Normal University,,,,1092,application/json,Central China Normal University,chn,APAC,academic,203021,China
CAS - Research Center for Eco-Environmental Sciences,,,,1093,application/json,CAS - Research Center for Eco-Environmental Sciences,chn,APAC,academic,203296,China
Ministry of Health of People's Republic of China,,,,1094,application/json,Ministry of Health of People's Republic of China,chn,APAC,government,203390,China
Institute of Automation Chinese Academy of Sciences,,,,1095,application/json,Institute of Automation Chinese Academy of Sciences,chn,APAC,academic,700711,China
CAS - Shanghai Institute of Ceramics,,,,1096,application/json,CAS - Shanghai Institute of Ceramics,chn,APAC,academic,203298,China
Graduate University of Chinese Academy of Sciences,,,,1097,application/json,Graduate University of Chinese Academy of Sciences,chn,APAC,academic,203065,China
Nippon Telegraph & Telephone,,,,1098,application/json,Nippon Telegraph & Telephone,jpn,APAC,corporate,208286,Japan
Philips HealthTech,,,,1099,application/json,Philips HealthTech,nld,EUR,corporate,705403,Netherlands
CHU Montpellier,,,,1100,application/json,CHU Montpellier,fra,EUR,medical,314142,France
CHU de Nancy,,,,1101,application/json,CHU de Nancy,fra,EUR,medical,314137,France
Tel Aviv Sourasky Medical Center,,,,1102,application/json,Tel Aviv Sourasky Medical Center,isr,MEA,medical,403025,Israel
Universidad de Cantabria,,,,1103,application/json,Universidad de Cantabria,esp,EUR,academic,312017,Spain
University of Science and Technology UST,,,,1104,application/json,University of Science and Technology UST,kor,APAC,academic,704944,South Korea
Hospital for Special Surgery - New York,,,,1105,application/json,Hospital for Special Surgery - New York,usa,NAM,medical,508523,United States
European Synchrotron Radiation Facility,,,,1106,application/json,European Synchrotron Radiation Facility,fra,EUR,government,314021,France
